,Daftar,Poem,Beyt,Mesra1,Mesra2
1743,1,82,8,حق محیط جمله آمد ای پسر,"وا ندارد كارش از كار دگر
"
1744,1,82,9,* گفتِ ایزد جان ما را مست کرد,"چون نداند آنکه را خود هست کرد؟ 
"
1745,1,82,10,گفت شیطان كه بِما أغویتنی,"كرد فعل خود نهان، دیو دنی 
"
1746,1,82,11,گفت آدم كه ظلمنا نفسنا,"او ز فعل حق نبد غافل چو ما
"
1747,1,82,12,در گنه او از ادب پنهانش كرد,"ز آن گنه بر خود زدن، او بر بخورد
"
1748,1,82,13,بعد توبه گفتش ای آدم نه من,"آفریدم در تو آن جرم و محن ؟
"
1749,1,82,14,نی كه تقدیر و قضای من بد آن؟,"چون به وقت عذر كردی آن نهان؟ 
"
1750,1,82,15,گفت ترسیدم، ادب بگذاشتم,"گفت هم من پاس آنت داشتم 
"
1751,1,82,16,هر كه آرد حرمت او، حرمت برد,"هر كه آرد قند، لوزینه خورد
"
1752,1,82,17,طیبات از بهر كه؟ للطیبین,"یار را خوش كن، مرنجان و ببین
"
1753,1,83,1,یك مثل ای دل پی فرقی بیار,"تا بدانی جبر را از اختیار
"
1754,1,83,2,دست كان لرزان بود از ارتعاش,"و آن كه دستی را تو لرزانی ز جاش 
"
1755,1,83,3,هر دو جنبش آفریدۀ حق شناس,"لیك نتوان كرد این با آن قیاس 
"
1756,1,83,4,* زین پشیمانی كه لرزانیدی اش,"چون پشیمان نیست مرد مرتعش 
"
1757,1,83,5,* مرتعش را كی پشیمان دیده ای,"بر چنین جبری تو برچسبیده ای 
"
1758,1,83,6,بحث عقل است این چه عقل آن حیله گر,"تا ضعیفی ره برد آن جا مگر
"
1759,1,83,7,بحث عقلی گر در و مرجان بود,"آن دگر باشد كه بحث جان بود
"
1760,1,83,8,بحث جان اندر مقامی دیگر است,"بادۀ جان را قوامی دیگر است 
"
1761,1,83,9,آن زمان كه بحث عقلی ساز بود,"این عمر با بو الحكم هم راز بود
"
1762,1,83,10,چون عمر از عقل آمد سوی جان,"بو الحكم بو جهل شد در بحث آن 
"
1763,1,83,11,سوی عقل و سوی حس او كامل است,"گر چه خود نسبت به جان او جاهل است 
"
1764,1,83,12,بحث عقل و حس اثر دان یا سبب,"بحث جانی یا عجب یا بوالعجب 
"
1765,1,83,13,ضوء جان آمد نماند ای مستضی,"لازم و ملزوم و نافی مقتضی 
"
1766,1,83,14,ز آن كه بینایی كه نورش بازغ است,"از دلیل چون عصا بس فارغ است 
"
1767,1,84,1,بار دیگر ما به قصه آمدیم,"ما از این قصه برون خود كی شدیم 
"
1768,1,84,2,گر به جهل آییم، آن زندان اوست,"ور به علم آییم، آن ایوان اوست 
"
1769,1,84,3,ور به خواب آییم، مستان وی ایم,"ور به بیداری، به دستان وی ایم 
"
1770,1,84,4,ور بگرییم ابر پر زرق وی ایم,"ور بخندیم آن زمان برق وی ایم 
"
1771,1,84,5,ور به خشم و جنگ، عكس قهر اوست,"ور به صلح و عذر، عكس مهر اوست 
"
1772,1,84,6,ما كه ایم اندر جهان پیچ پیچ,"چون الف، او خود چه دارد؟ هیچ هیچ 
"
1773,1,84,7,چون الف گر تو مجرد میشوی,"اندر این ره مرد مفرد میشوی
"
1774,1,84,8,جهد کن تا ترک غیر حق کنی,"دل از این دنیای فانی برکنی
"
1775,1,85,1,این سخن را نیست پایان ای پسر,"از رسول روم بر گو وز عمر
"
1776,1,85,2,از عمر چون آن رسول این را شنید,"روشنیی در دلش آمد پدید
"
1777,1,85,3,محو شد پیشش سوال و هم جواب,"گشت فارغ از خطاء و از صواب
"
1778,1,85,4,اصل را دریافت بگذشت از فروع,"بهر حکمت کرد در پرسش شروع
"
1779,1,85,5,گفت یا عمر چه حكمت بود و سرّ,"حبس آن صافی در این جای كدر
"
1780,1,85,6,آب صافی در گلی پنهان شده,"جان صافی بستۀ ابدان شده 
"
1781,1,85,7,* فائده فرما که این حکمت چه بود,"مرغ را اندر قفس کردن چه سود 
"
1782,1,85,8,گفت تو بحثی شگرفی می كنی,"معنیی را بند حرفی می كنی 
"
1783,1,85,9,حبس كردی معنی آزاد را,"بند حرفی كرده ای تو باد را
"
1784,1,85,10,از برای فائده این كرده ای,"تو كه خود از فائده در پرده ای 
"
1785,1,85,11,آن كه از وی فائده زائیده شد,"چون نبیند آن چه ما را دیده شد
"
1786,1,85,12,صد هزاران فائده ست و هر یكی,"صد هزاران پیش آن یك اندكی 
"
1787,1,85,13,آن دم لطفش که جان جانهاست,"چون بود خالی ز معنی گوی راست 
"
1788,1,85,14,آن دم نطقت که جزو جزوهاست,"فائده شد کلّ کل خالی چراست
"
1789,1,85,15,تو كه جزوی، كار تو با فائده ست,"پس چرا در طعن كل آری تو دست 
"
1790,1,85,16,گفت را گر فائده نبود مگو,"ور بود هِل اعتراض و شكر جو
"
1791,1,85,17,شكر یزدان طوق هر گردن بود,"نی جدال و رو ترش كردن بود
"
1792,1,85,18,گر ترش رو بودن آمد شكر و بس,"همچو سركه شكر گویی نیست كس 
"
1793,1,85,19,سركه را گر راه باید در جگر,"گو برو سركنگبین شو از شكر
"
1794,1,86,1,معنی اندر شعر جز با خبط نیست,"چون قلاسنگ است آنرا ضبط نیست 
"
1795,1,86,2,آن رسول اینجا رسید و شاه شد,"واله اندر قدرت الله شد
"
1796,1,86,3,آن رسول از خود بشد زین یك دو جام,"نی رسالت یاد ماندش نی پیام 
"
1797,1,86,4,سیل چون آمد به دریا بحر گشت,"دانه چون آمد به مزرع کشت گشت 
"
1798,1,86,5,چون تعلق یافت نان با بوالبشر,"نان مرده زنده گشت و با خبر
"
1799,1,86,6,موم و هیزم چون فدای نار شد,"ذات ظلمانی او انوار شد
"
1800,1,86,7,سنگ سرمه چون كه شد در دیده گان,"گشت بینایی شد آن جا دیدبان 
"
1801,1,86,8,ای خنك آن مرده كز خود رسته شد,"در وجود زنده ای پیوسته شد
"
1802,1,86,9,وای آن زنده كه با مرده نشست,"مرده گشت و زندگی از وی بجست 
"
1803,1,86,10,چون تو در قرآن حق بگریختی,"با روان انبیا آمیختی 
"
1804,1,86,11,هست قرآن حالهای انبیا,"ماهیان بحر پاك كبریا
"
1805,1,86,12,ور بخوانی و نه ای قرآن پذیر,"انبیا و اولیا را دیده گیر
"
1806,1,86,13,ور پذیرایی چو بر خوانی قصص,"مرغ جانت تنگ آید در قفس 
"
1807,1,86,14,مرغ كاو اندر قفس زندانی است,"می نجوید رستن از نادانی است 
"
1808,1,86,15,روحهایی كز قفسها رسته اند,"انبیا و رهبر شایسته اند
"
1809,1,86,16,از برون آوازشان آید بدین,"كه رَهِ رَستن ترا این است این 
"
1810,1,86,17,ما به دین رستیم زین تنگین قفس,"غیر این ره نیست چارۀ این قفس 
"
1811,1,86,18,خویش را رنجور ساز و زار زار,"تا ترا بیرون كنند از اشتهار
"
1812,1,86,19,كه اشتهار خلق بندی محكم است,"در ره این از بند آهن كی كم است 
"
1813,1,86,20,* یک حکایت بشنو ای زیبا رفیق,"تا بدانی شرط این بحر عمیق 
"
1814,1,86,21,بشنو اکنون داستانی در مثال,"تا شوی واقف بر اسرار مقال
"
1815,1,87,1,بود بازرگانی او را طوطیی,"در قفس محبوس زیبا طوطیی 
"
1816,1,87,2,چون كه بازرگان سفر را ساز كرد,"سوی هندستان شدن آغاز كرد
"
1817,1,87,3,هر غلام و هر كنیزی را ز جود,"گفت بهر تو چه آرم گوی زود
"
1818,1,87,4,هر یكی از وی مرادی خواست كرد,"جمله را وعده بداد آن نیك مرد
"
1819,1,87,5,گفت طوطی را چه خواهی ارمغان,"كارمت از خطۀ هندوستان 
"
1820,1,87,6,گفتش آن طوطی كه آنجا طوطیان,"چون ببینی كن ز حال من بیان 
"
1821,1,87,7,كان فلان طوطی كه مشتاق شماست,"از قضای آسمان در حبس ماست 
"
1822,1,87,8,بر شما كرد او سلام و داد خواست,"واز شما چاره و ره ارشاد خواست 
"
1823,1,87,9,گفت می شاید كه من در اشتیاق,"جان دهم اینجا بمیرم در فراق 
"
1824,1,87,10,این روا باشد كه من در بند سخت,"گه شما بر سبزه گاهی بر درخت 
"
1825,1,87,11,این چنین باشد وفای دوستان,"من در این حبس و شما در بوستان 
"
1826,1,87,12,یاد آرید ای مهان زین مرغ زار,"یك صبوحی در میان مرغزار
"
1827,1,87,13,یاد یاران یار را میمون بود,"خاصه كان لیلی و این مجنون بود
"
1828,1,87,14,ای حریفان بابت موزون خود,"من قدحها می خورم پر خون خود
"
1829,1,87,15,یك قدح می نوش كن بر یاد من,"گر همی خواهی كه بدهی داد من 
"
1830,1,87,16,یا به یاد این فتادۀ خاك بیز,"چون كه خوردی جرعه ای بر خاك ریز
"
1831,1,87,17,ای عجب آن عهد و آن سوگند كو,"وعده های آن لب چون قند كو
"
1832,1,87,18,گر فراق بنده از بد بندگی است,"چون تو با بد بد كنی پس فرق چیست 
"
1833,1,87,19,ای بدی كه تو كنی در خشم و جنگ,"با طرب تر از سماع و بانگ چنگ 
"
1834,1,87,20,ای جفای تو ز دولت خوبتر,"و انتقام تو ز جان محبوبتر
"
1835,1,87,21,نار تو این است نورت چون بود,"ماتم این تا خود كه سورت چون بود
"
1836,1,87,22,از حلاوتها كه دارد جور تو,"وز لطافت كس نیابد غور تو
"
1837,1,87,23,* یاد آور از محبتهای ما,"حق مجلسها و صحبتهای ما 
"
1838,1,87,24,نالم و ترسم كه او باور كند,"وز ترحم جور را كمتر كند
"
1839,1,87,25,عاشقم بر لطف و بر قهرش به جدّ,"ایعجب من عاشق این هر دو ضد
"
1840,1,87,26,و الله ار زین خار در بستان شوم,"همچو بلبل زین سبب نالان شوم 
"
1841,1,87,27,این عجب بلبل كه بگشاید دهان,"تا خورد او خار را با گلستان 
"
1842,1,87,28,این نه بلبل این نهنگ آتشی است,"جمله ناخوشهای عشق او را خوشی است 
"
1843,1,87,29,عاشق كل است و خود كل است او,"عاشق خویش است و عشق خویش جو
"
1844,1,87,30,قصۀ طوطی جان زین سان بود,"كو كسی كو محرم مرغان بود
"
1845,1,87,31,كو یكی مرغی ضعیفی بی گناه,"و اندرون او سلیمان با سپاه 
"
1846,1,88,1,چون بنالد زار بی شكر و گله,"افتد اندر هفت گردون غلغله 
"
1847,1,88,2,هر دمش صد نامه صد پیك از خدا,"یا ربی زو شصت لبیك از خدا
"
1848,1,88,3,زلت او به ز طاعت پیش حق,"نزد كفرش جمله ایمانها خلق 
"
1849,1,88,4,هر دمی او را یكی معراج خاص,"بر سر تاجش نهد صد تاج خاص 
"
1850,1,88,5,صورتش بر خاك و جان بر لامكان,"لامكانی فوق وهم سالكان 
"
1851,1,88,6,لامكانی نی كه در فهم آیدت,"هر دمی در وی خیالی زایدت 
"
1852,1,88,7,بل مكان و لامكان در حكم او,"همچو در حكم بهشتی چارجو
"
1853,1,88,8,شرح این كوته كن و رخ زین بتاب,"دم مزن و الله اعلم بالصواب 
"
1854,1,89,1,باز می گردیم از این ای دوستان,"سوی مرغ و تاجر و هندوستان 
"
1855,1,89,2,مرد بازرگان پذیرفت آن پیام,"كاو رساند سوی جنس از وی سلام 
"
1856,1,89,3,چون كه تا اقصای هندوستان رسید,"در بیابان طوطی چندی بدید
"
1857,1,89,4,مركب استانید و پس آواز داد,"آن سلام و آن امانت باز داد
"
1858,1,89,5,طوطیی ز آن طوطیان لرزید و پس,"اوفتاد و مرد و بگسستش نفس 
"
1859,1,89,6,شد پشیمان خواجه از گفت خبر,"گفت رفتم در هلاك جانور
"
